City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Hyderabad,2018-04-05,41.51,86.82,4.05,36.55,22.52,14.68,0.67,4.72,43.49,1.33,4.0,1.59,92.0,Satisfactory
Hyderabad,2018-04-06,46.87,103.01,4.94,42.39,26.36,14.83,0.74,5.68,46.02,1.57,6.0,1.82,98.0,Satisfactory
Hyderabad,2018-04-07,35.9,79.03,7.78,50.76,32.78,22.05,0.76,9.13,49.0,1.28,5.57,3.99,93.0,Satisfactory
Hyderabad,2018-04-08,30.27,61.55,4.55,35.94,22.43,21.88,0.67,5.05,44.24,0.85,3.51,2.84,85.0,Satisfactory
Hyderabad,2018-04-09,40.26,91.86,9.17,41.16,28.67,22.13,0.71,6.94,47.22,1.24,4.05,1.46,95.0,Satisfactory
Hyderabad,2018-04-10,35.54,97.46,6.05,38.69,25.31,17.63,0.79,6.42,37.75,1.6,6.17,2.1,98.0,Satisfactory
Hyderabad,2018-04-11,27.63,72.09,5.0,31.01,20.42,16.36,0.68,6.12,31.17,1.19,5.38,1.18,88.0,Satisfactory
Hyderabad,2018-04-12,31.58,79.04,5.41,42.54,26.69,18.9,0.67,7.29,38.29,1.33,6.43,1.53,83.0,Satisfactory
Hyderabad,2018-04-13,25.24,66.21,4.14,33.9,21.17,14.74,0.56,5.19,38.8,1.08,4.83,1.26,83.0,Satisfactory
Hyderabad,2018-04-14,23.05,58.22,3.65,30.02,18.73,14.1,0.69,4.9,40.13,0.6,2.59,0.51,79.0,Satisfactory
Hyderabad,2018-04-15,29.71,63.54,4.63,31.86,20.46,14.46,0.83,5.47,27.82,0.86,4.73,0.89,73.0,Satisfactory
Hyderabad,2018-04-16,45.86,103.38,8.95,45.36,31.05,17.51,0.9,8.34,36.09,2.22,11.57,2.22,100.0,Satisfactory
Hyderabad,2018-04-17,34.29,90.45,4.8,38.79,23.94,13.38,0.72,5.64,41.82,1.18,5.52,1.31,99.0,Satisfactory
Hyderabad,2018-04-18,37.19,92.25,5.22,35.18,22.78,17.25,0.61,9.98,45.82,1.12,6.12,2.46,93.0,Satisfactory
Hyderabad,2018-04-19,43.52,118.3,11.25,44.05,32.35,14.75,0.77,10.51,39.18,1.57,7.6,2.38,108.0,Moderate
Hyderabad,2018-04-20,42.38,120.61,14.73,44.88,35.01,14.67,0.86,9.2,37.27,1.71,9.53,4.15,117.0,Moderate
Hyderabad,2018-04-21,49.14,139.55,14.17,51.13,38.23,19.44,0.9,10.1,31.15,2.21,15.4,4.97,122.0,Moderate
Hyderabad,2018-04-22,42.97,110.65,4.45,39.3,24.29,16.81,0.75,7.55,43.31,1.31,6.62,1.5,117.0,Moderate
Hyderabad,2018-04-23,33.12,80.06,2.99,28.02,17.0,15.06,0.56,6.52,49.31,0.62,2.71,0.45,90.0,Satisfactory
Hyderabad,2018-04-24,33.09,95.19,3.63,35.48,21.62,13.69,0.54,6.92,51.74,0.87,5.04,1.36,90.0,Satisfactory
Hyderabad,2018-04-25,35.61,86.24,2.81,29.59,17.69,15.82,0.6,6.07,53.56,0.72,2.68,0.71,104.0,Moderate
Hyderabad,2018-04-26,38.11,92.67,3.23,35.66,21.42,13.51,0.62,6.99,52.61,0.96,4.83,0.94,94.0,Satisfactory
Hyderabad,2018-04-27,39.78,99.47,3.35,35.85,21.56,13.68,0.68,7.12,52.49,1.35,7.38,1.44,101.0,Moderate
Hyderabad,2018-04-28,39.85,86.22,2.74,30.66,18.35,11.79,0.52,6.84,46.38,0.65,2.33,0.51,94.0,Satisfactory
Hyderabad,2018-04-29,43.44,95.6,3.02,30.99,18.74,12.35,0.59,7.72,49.28,0.89,7.07,0.76,102.0,Moderate
Hyderabad,2018-04-30,44.84,106.84,7.3,39.52,26.63,17.29,0.7,9.74,44.31,1.2,7.43,1.59,103.0,Moderate
Hyderabad,2018-05-01,43.83,133.09,2.21,32.08,20.1,15.39,0.57,7.94,45.47,1.47,7.29,1.32,116.0,Moderate
Hyderabad,2018-05-02,36.08,95.82,5.67,31.21,18.75,15.34,0.7,5.92,48.88,0.88,3.81,0.78,101.0,Moderate
Hyderabad,2018-05-03,31.39,86.12,3.83,27.73,16.39,14.98,0.56,5.45,48.87,0.79,3.8,0.51,98.0,Satisfactory
Hyderabad,2018-05-04,19.59,48.18,4.72,31.67,20.45,12.8,0.62,6.1,50.95,0.73,4.95,0.58,81.0,Satisfactory
Hyderabad,2018-05-05,28.81,68.37,2.77,30.11,18.07,11.83,0.6,5.94,51.31,0.6,4.04,0.37,74.0,Satisfactory
Hyderabad,2018-05-06,31.91,81.65,2.73,28.95,17.4,11.68,0.58,6.47,47.6,0.44,2.19,0.25,83.0,Satisfactory
Hyderabad,2018-05-07,33.68,93.43,2.68,28.72,17.24,12.24,0.58,6.91,51.78,0.68,3.61,0.66,93.0,Satisfactory
Hyderabad,2018-05-08,43.05,110.15,4.18,43.5,27.32,17.7,0.97,7.8,46.9,1.47,8.91,1.99,111.0,Moderate
Hyderabad,2018-05-09,44.32,101.87,3.44,37.73,22.67,15.48,0.67,6.11,43.87,1.09,6.34,0.93,112.0,Moderate
Hyderabad,2018-05-10,33.83,74.91,3.68,31.53,19.53,15.07,0.63,5.28,45.59,0.97,5.2,0.95,101.0,Moderate
Hyderabad,2018-05-11,32.76,80.97,2.6,31.48,18.67,13.05,0.66,6.44,50.78,1.14,5.51,1.18,95.0,Satisfactory
Hyderabad,2018-05-12,33.05,81.54,2.75,31.04,18.58,12.1,0.64,5.79,50.32,0.61,3.26,0.95,96.0,Satisfactory
Hyderabad,2018-05-13,31.85,76.51,2.78,32.48,19.38,11.93,0.74,6.11,61.46,0.65,3.29,0.55,101.0,Moderate
Hyderabad,2018-05-14,29.86,67.84,2.42,26.02,15.62,12.81,0.64,5.38,56.79,0.5,2.44,0.47,100.0,Satisfactory
Hyderabad,2018-05-15,24.49,46.54,2.67,24.04,14.76,12.94,0.68,4.84,51.51,0.53,2.9,0.49,87.0,Satisfactory
Hyderabad,2018-05-16,41.89,90.88,1.84,33.42,21.61,12.94,0.78,8.26,48.44,0.86,3.35,0.76,85.0,Satisfactory
Hyderabad,2018-05-17,43.47,103.29,5.47,41.31,26.17,16.08,0.9,9.18,39.03,1.0,5.56,0.82,106.0,Moderate
Hyderabad,2018-05-18,37.31,88.67,4.13,35.51,21.97,17.26,0.62,6.93,45.12,0.76,5.38,0.88,89.0,Satisfactory
Hyderabad,2018-05-19,47.42,136.63,4.4,37.25,23.1,19.61,0.69,8.04,46.38,1.16,6.38,1.58,103.0,Moderate
Hyderabad,2018-05-20,38.59,106.87,2.41,29.22,17.35,12.49,0.62,6.25,62.1,0.83,3.35,0.62,117.0,Moderate
Hyderabad,2018-05-21,48.33,137.04,1.95,32.24,18.72,14.11,0.91,6.97,59.66,1.05,3.85,0.63,132.0,Moderate
Hyderabad,2018-05-22,42.68,108.84,1.61,27.06,15.7,13.64,0.69,7.04,56.37,0.87,4.3,0.44,120.0,Moderate
Hyderabad,2018-05-23,47.5,122.16,2.07,33.71,19.55,14.03,0.83,6.22,52.86,1.31,6.64,1.57,110.0,Moderate
Hyderabad,2018-05-24,36.41,93.09,4.43,32.39,20.82,13.99,0.78,6.42,47.17,1.01,4.99,1.7,104.0,Moderate
Hyderabad,2018-05-25,42.17,108.46,2.82,31.54,18.88,13.05,0.76,6.99,55.12,1.22,6.48,2.17,119.0,Moderate
Hyderabad,2018-05-26,23.65,67.93,4.09,25.79,16.85,11.4,0.69,4.39,36.5,0.68,3.84,0.53,91.0,Satisfactory
Hyderabad,2018-05-27,26.11,69.28,3.38,26.65,16.54,12.52,0.78,6.26,49.07,1.04,8.83,0.69,83.0,Satisfactory
Hyderabad,2018-05-28,31.17,76.56,2.96,25.45,15.75,10.77,0.72,5.77,45.6,1.11,5.24,0.72,87.0,Satisfactory
Hyderabad,2018-05-29,34.68,91.62,3.27,28.48,17.59,12.87,0.64,6.41,46.07,1.06,7.43,1.54,84.0,Satisfactory
Hyderabad,2018-05-30,31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,0.66,4.34,0.66,89.0,Satisfactory
Hyderabad,2018-05-31,32.57,83.68,2.85,25.25,15.51,13.47,0.83,5.81,45.54,0.66,3.49,0.58,93.0,Satisfactory
Hyderabad,2018-06-01,37.26,77.09,2.92,31.53,18.61,18.36,0.64,6.76,52.89,1.24,6.75,2.16,110.0,Moderate
Hyderabad,2018-06-02,36.7,63.45,3.79,35.45,21.68,21.33,0.77,6.87,35.35,1.26,8.55,1.79,82.0,Satisfactory
Hyderabad,2018-06-03,34.85,73.89,3.42,29.14,18.05,20.54,0.62,7.11,44.34,0.62,4.88,0.5,83.0,Satisfactory
Hyderabad,2018-06-04,30.95,64.8,5.15,26.22,19.01,17.29,0.56,7.1,57.7,0.74,4.88,1.23,89.0,Satisfactory
Hyderabad,2018-06-05,31.51,67.42,3.15,30.16,18.39,14.27,0.62,7.18,48.4,0.86,5.9,1.45,83.0,Satisfactory
Hyderabad,2018-06-06,31.33,62.83,2.43,29.59,17.68,18.13,0.64,7.06,47.76,1.04,6.2,1.45,84.0,Satisfactory
Hyderabad,2018-06-07,19.68,25.82,2.91,22.53,14.03,15.54,0.61,5.17,47.94,0.42,2.39,0.71,69.0,Satisfactory
Hyderabad,2018-06-08,19.43,33.87,2.41,22.16,13.55,13.75,0.71,6.1,40.15,0.44,2.7,1.78,68.0,Satisfactory
Hyderabad,2018-06-09,20.03,42.57,2.78,22.16,13.67,15.62,0.68,6.84,33.8,0.38,2.65,1.62,64.0,Satisfactory
Hyderabad,2018-06-10,16.49,32.8,3.39,20.62,13.49,15.21,0.64,7.35,22.52,0.27,2.27,0.6,52.0,Satisfactory
Hyderabad,2018-06-11,22.31,55.94,4.49,23.24,15.72,17.96,0.66,8.45,18.82,0.78,4.08,0.7,53.0,Satisfactory
Hyderabad,2018-06-12,29.92,88.06,6.62,23.7,17.8,16.42,0.66,10.11,17.16,0.9,6.5,1.45,70.0,Satisfactory
Hyderabad,2018-06-13,30.85,89.47,2.88,21.31,13.57,18.8,0.6,7.58,19.6,0.46,3.3,0.73,84.0,Satisfactory
Hyderabad,2018-06-14,34.44,92.58,3.06,23.31,14.67,18.51,0.54,8.26,17.53,0.38,3.75,0.5,86.0,Satisfactory
Hyderabad,2018-06-15,27.83,86.25,2.8,20.05,12.92,22.11,0.57,9.66,20.79,0.37,3.67,0.48,86.0,Satisfactory
Hyderabad,2018-06-16,22.9,63.65,2.23,20.48,13.35,12.77,0.6,8.96,22.0,0.26,2.73,0.37,67.0,Satisfactory
Hyderabad,2018-06-17,21.99,66.18,2.72,20.32,12.88,15.69,0.57,9.83,19.71,0.24,2.64,0.31,67.0,Satisfactory
Hyderabad,2018-06-18,17.2,48.97,2.58,20.17,12.01,13.71,0.58,8.6,19.88,0.26,1.95,0.39,59.0,Satisfactory
Hyderabad,2018-06-19,14.61,29.85,1.97,18.2,10.99,8.52,0.53,6.94,23.9,0.2,1.92,0.21,50.0,Good
Hyderabad,2018-06-20,15.27,26.79,2.55,21.39,13.31,8.28,0.44,6.5,27.49,0.25,2.69,0.22,58.0,Satisfactory
Hyderabad,2018-06-21,10.31,33.35,1.76,22.02,12.97,9.33,0.46,6.21,27.79,0.38,3.91,0.39,52.0,Satisfactory
Hyderabad,2018-06-22,21.26,45.55,2.2,28.03,16.4,13.37,0.49,6.19,25.78,0.94,7.48,1.22,56.0,Satisfactory
Hyderabad,2018-06-23,20.07,34.46,2.75,23.78,14.39,13.84,0.36,6.35,23.59,0.66,5.46,1.61,56.0,Satisfactory
Hyderabad,2018-06-24,16.99,37.87,3.05,20.56,13.25,13.2,0.23,6.42,19.13,0.26,2.86,0.26,41.0,Good
Hyderabad,2018-06-25,16.31,41.38,2.77,20.7,13.14,10.75,0.27,6.36,17.31,0.23,1.84,0.21,41.0,Good
Hyderabad,2018-06-26,16.23,41.54,3.95,23.21,15.22,12.73,0.26,5.93,17.5,0.24,1.79,0.19,41.0,Good
Hyderabad,2018-06-27,17.64,46.04,4.42,28.07,18.17,15.93,0.26,4.6,15.07,0.28,2.36,0.28,44.0,Good
Hyderabad,2018-06-28,18.93,50.36,4.19,24.39,16.02,12.61,0.28,5.05,17.65,0.32,3.21,0.31,46.0,Good
Hyderabad,2018-06-29,18.18,57.2,3.48,22.68,14.57,9.63,0.3,5.38,23.37,0.34,3.21,0.29,65.0,Satisfactory
Hyderabad,2018-06-30,20.85,57.03,6.27,26.4,18.78,14.04,0.33,6.64,22.0,0.48,5.26,0.43,62.0,Satisfactory
Hyderabad,2018-07-01,16.91,39.49,3.41,27.03,16.84,14.34,0.3,7.1,25.21,0.38,4.16,0.32,60.0,Satisfactory
Hyderabad,2018-07-02,16.48,42.25,3.82,24.21,15.61,9.17,0.24,5.74,23.96,0.43,3.89,0.29,53.0,Satisfactory
Hyderabad,2018-07-03,16.28,41.16,3.42,23.43,14.97,12.43,0.26,5.56,22.53,0.66,2.87,0.68,59.0,Satisfactory
Hyderabad,2018-07-04,15.97,58.87,3.7,22.07,14.46,10.13,0.35,5.95,21.98,1.11,3.12,1.26,71.0,Satisfactory
Hyderabad,2018-07-05,13.22,40.07,4.16,22.74,15.17,10.6,0.25,6.07,20.08,0.37,3.72,0.31,68.0,Satisfactory
Hyderabad,2018-07-06,20.05,48.6,4.7,26.0,17.26,11.89,0.3,5.06,18.73,1.08,8.65,8.65,49.0,Good
Hyderabad,2018-07-07,22.74,51.43,4.4,27.25,17.7,22.28,0.34,5.19,18.53,1.04,10.22,9.5,59.0,Satisfactory
Hyderabad,2018-07-08,19.92,45.9,4.05,25.11,16.11,27.07,0.28,5.61,20.17,0.78,4.73,2.41,62.0,Satisfactory
Hyderabad,2018-07-09,16.63,36.37,4.05,23.21,15.32,21.08,0.22,5.45,18.43,0.5,2.8,1.61,44.0,Good
Hyderabad,2018-07-10,19.7,44.03,4.15,21.7,14.62,13.74,0.25,5.47,16.26,0.37,3.24,0.35,48.0,Good
Hyderabad,2018-07-11,19.05,45.74,4.55,23.04,15.63,11.45,0.3,4.83,19.91,0.42,4.72,5.29,54.0,Satisfactory
Hyderabad,2018-07-12,11.93,16.09,4.73,22.14,15.24,19.37,0.25,4.96,20.46,0.36,4.2,0.6,49.0,Good
Hyderabad,2018-07-13,13.21,26.26,4.5,20.22,14.07,10.32,0.27,6.21,15.7,0.39,4.02,0.25,37.0,Good
Hyderabad,2018-07-14,17.97,40.97,5.45,26.02,17.84,11.15,0.28,6.88,15.88,0.68,4.67,0.69,42.0,Good
Hyderabad,2018-07-15,16.12,39.28,5.46,25.58,17.67,11.51,0.31,6.66,21.52,0.54,4.5,0.38,58.0,Satisfactory
Hyderabad,2018-07-16,11.04,20.0,5.27,21.19,15.02,17.01,0.37,8.75,16.13,0.52,3.67,0.34,72.0,Satisfactory
Hyderabad,2018-07-17,12.14,26.59,4.39,20.54,14.0,9.09,0.26,6.46,14.86,0.42,2.55,0.27,38.0,Good
Hyderabad,2018-07-18,14.13,36.01,4.36,22.64,15.15,13.41,0.27,6.95,13.58,0.8,4.43,4.49,33.0,Good
Hyderabad,2018-07-19,14.39,38.34,4.55,21.97,15.57,9.65,0.26,7.32,14.75,0.59,2.8,2.47,45.0,Good
Hyderabad,2018-07-20,12.58,32.59,4.27,22.18,14.61,17.89,0.31,9.52,13.12,0.88,3.02,0.34,37.0,Good
Hyderabad,2018-07-21,19.61,51.45,2.81,23.18,14.44,13.67,0.3,9.11,15.35,0.69,5.28,3.97,41.0,Good
Hyderabad,2018-07-22,19.54,54.49,3.74,22.42,14.56,27.32,0.28,9.22,14.36,0.55,2.92,0.55,55.0,Satisfactory
Hyderabad,2018-07-23,17.69,53.6,4.08,21.69,14.24,14.25,0.26,7.41,15.37,0.48,3.01,0.28,49.0,Good
Hyderabad,2018-07-24,15.64,44.78,4.72,21.03,14.68,12.57,0.32,5.87,15.58,0.44,4.52,0.54,54.0,Satisfactory
Hyderabad,2018-07-25,17.88,53.74,5.11,20.4,14.67,13.38,0.26,6.55,16.66,0.41,4.14,0.29,52.0,Satisfactory
Hyderabad,2018-07-26,14.41,42.62,9.34,20.64,18.69,13.72,0.29,7.06,16.19,0.43,4.26,0.26,54.0,Satisfactory
Hyderabad,2018-07-27,14.52,43.56,7.62,24.38,18.52,13.04,0.27,6.46,17.72,0.46,3.91,0.39,54.0,Satisfactory
Hyderabad,2018-07-28,18.23,55.98,8.1,22.38,18.1,16.11,0.28,6.09,18.44,0.51,4.03,0.41,53.0,Satisfactory
Hyderabad,2018-07-29,26.09,74.2,5.93,28.86,19.71,20.93,0.38,7.2,16.26,0.53,5.19,0.53,72.0,Satisfactory
Hyderabad,2018-07-30,26.02,84.97,5.11,25.61,17.39,25.84,0.32,6.79,17.7,0.73,3.83,0.53,87.0,Satisfactory
Hyderabad,2018-07-31,19.21,66.84,5.24,25.13,17.24,22.86,0.27,6.8,17.22,0.59,3.96,0.72,73.0,Satisfactory
Hyderabad,2018-08-01,21.88,75.6,4.48,25.54,16.46,13.51,0.28,6.2,16.38,0.71,6.64,3.86,72.0,Satisfactory
Hyderabad,2018-08-02,25.77,76.03,6.01,27.27,18.33,14.81,0.36,6.61,13.63,1.23,8.76,2.86,72.0,Satisfactory
Hyderabad,2018-08-03,30.8,101.48,6.15,28.85,19.13,16.33,0.31,7.02,15.42,1.59,10.31,9.83,92.0,Satisfactory
Hyderabad,2018-08-04,23.43,76.16,5.63,25.39,17.64,18.24,0.28,6.63,16.46,0.8,6.36,2.39,90.0,Satisfactory
Hyderabad,2018-08-05,20.2,55.76,5.68,27.06,18.56,13.47,0.31,6.37,16.05,0.78,5.48,1.0,66.0,Satisfactory
Hyderabad,2018-08-06,26.91,71.45,5.0,23.75,16.3,18.49,0.29,7.05,16.55,0.71,3.87,0.44,72.0,Satisfactory
Hyderabad,2018-08-07,18.92,55.72,4.71,24.24,16.08,16.94,0.3,8.15,13.97,0.54,3.37,0.64,54.0,Satisfactory
Hyderabad,2018-08-08,16.17,46.48,4.84,24.82,16.46,23.83,0.28,7.42,13.81,0.55,3.96,0.73,53.0,Satisfactory
Hyderabad,2018-08-09,18.07,37.67,8.38,27.7,21.0,14.77,0.36,5.9,12.64,1.04,13.0,2.69,49.0,Good
Hyderabad,2018-08-10,17.09,41.09,6.04,24.89,17.3,17.35,0.31,6.07,14.98,0.76,10.03,4.27,48.0,Good
Hyderabad,2018-08-11,16.39,29.84,7.35,24.46,18.46,16.95,0.28,6.09,11.86,0.65,5.23,0.98,43.0,Good
Hyderabad,2018-08-12,11.98,28.35,6.15,18.71,14.38,22.8,0.31,6.15,14.52,0.68,3.91,0.37,47.0,Good
Hyderabad,2018-08-13,11.66,24.68,5.61,17.79,13.61,15.41,0.32,6.65,13.69,0.43,2.71,0.28,42.0,Good
Hyderabad,2018-08-14,16.97,46.65,8.16,27.16,20.02,13.27,0.31,7.29,10.2,0.84,7.87,4.19,41.0,Good
Hyderabad,2018-08-15,22.11,68.81,4.1,17.62,12.18,23.04,0.35,10.13,11.99,0.65,3.64,0.54,65.0,Satisfactory
Hyderabad,2018-08-16,7.78,10.87,3.77,19.87,13.35,11.71,0.3,5.69,15.01,0.49,1.88,0.15,40.0,Good
Hyderabad,2018-08-17,18.56,46.57,4.25,20.71,14.14,11.21,0.3,7.17,18.05,0.39,2.55,0.22,35.0,Good
Hyderabad,2018-08-18,15.3,41.14,4.16,17.73,12.67,13.6,0.29,8.0,18.6,0.36,2.64,0.21,44.0,Good
Hyderabad,2018-08-19,15.28,34.82,11.75,24.8,21.07,15.8,0.32,6.84,15.02,0.76,4.1,1.33,48.0,Good
Hyderabad,2018-08-20,13.19,31.47,5.97,21.95,15.99,17.78,0.27,5.98,14.53,0.5,2.58,0.16,47.0,Good
Hyderabad,2018-08-21,10.08,23.02,5.47,19.61,14.4,14.88,0.25,6.73,14.24,0.44,1.95,0.1,34.0,Good
Hyderabad,2018-08-22,10.33,29.62,6.19,22.71,16.5,12.65,0.29,8.08,13.14,0.35,2.27,0.18,39.0,Good
Hyderabad,2018-08-23,12.51,38.94,6.62,23.7,17.2,16.78,0.29,8.73,11.2,0.62,2.32,0.22,40.0,Good
Hyderabad,2018-08-24,14.36,56.52,5.88,24.14,16.98,18.06,0.31,8.55,12.62,0.76,3.43,1.41,48.0,Good
Hyderabad,2018-08-25,15.34,55.37,7.06,25.68,18.74,16.07,0.29,7.55,12.26,0.74,5.4,3.26,52.0,Satisfactory
Hyderabad,2018-08-26,14.61,45.18,5.98,24.79,17.43,18.28,0.27,7.85,11.18,0.53,3.42,1.4,50.0,Good
Hyderabad,2018-08-27,15.31,40.27,9.65,27.1,21.01,13.22,0.3,7.61,9.29,0.81,3.76,0.73,48.0,Good
Hyderabad,2018-08-28,16.51,45.72,6.63,27.6,19.35,10.85,0.28,6.97,12.08,3.66,9.47,4.2,48.0,Good
Hyderabad,2018-08-29,20.98,64.42,6.11,26.87,18.67,12.12,0.29,8.39,15.33,0.87,6.02,1.87,53.0,Satisfactory
Hyderabad,2018-08-30,24.66,82.96,7.02,26.52,19.13,11.46,0.29,8.85,18.68,1.15,11.2,10.26,68.0,Satisfactory
Hyderabad,2018-08-31,22.43,75.11,6.2,27.25,18.9,10.92,0.3,7.13,15.88,1.46,18.24,19.1,77.0,Satisfactory
Hyderabad,2018-09-01,23.16,71.26,6.01,26.37,18.32,10.23,0.31,8.74,15.43,1.49,14.86,10.98,70.0,Satisfactory
Hyderabad,2018-09-02,18.51,47.92,7.14,25.86,19.12,13.55,0.34,6.4,14.04,1.16,11.12,1.95,50.0,Good
Hyderabad,2018-09-03,15.84,39.37,7.38,23.73,18.24,21.2,0.34,7.13,13.7,0.83,5.4,1.42,48.0,Good
Hyderabad,2018-09-04,20.36,66.88,7.58,25.6,19.27,14.84,0.31,7.74,13.86,1.35,11.11,9.86,50.0,Good
Hyderabad,2018-09-05,27.05,87.39,5.13,26.36,17.59,11.1,0.38,8.05,14.3,1.77,14.34,19.46,72.0,Satisfactory
Hyderabad,2018-09-06,25.36,83.21,4.74,26.76,17.54,12.31,0.31,7.84,14.29,1.66,17.85,21.59,76.0,Satisfactory
Hyderabad,2018-09-07,25.42,79.97,5.01,22.74,15.82,14.25,0.32,7.79,17.95,1.21,10.1,7.09,82.0,Satisfactory
Hyderabad,2018-09-08,21.61,55.67,4.94,18.35,13.78,16.15,0.33,9.3,19.94,0.5,4.43,0.39,62.0,Satisfactory
Hyderabad,2018-09-09,34.85,91.9,9.53,24.19,20.62,13.82,0.42,8.8,23.55,1.1,9.66,0.58,79.0,Satisfactory
Hyderabad,2018-09-10,38.35,94.94,6.64,32.15,22.32,13.3,0.46,7.75,27.14,2.14,19.72,6.36,86.0,Satisfactory
Hyderabad,2018-09-11,33.85,66.55,7.83,38.45,26.5,13.33,0.57,6.42,25.02,2.2,19.46,2.91,79.0,Satisfactory
Hyderabad,2018-09-12,35.06,53.38,10.31,35.45,26.63,15.82,0.59,5.67,20.9,1.91,14.05,8.14,71.0,Satisfactory
Hyderabad,2018-09-13,41.83,77.55,11.55,36.44,28.14,13.71,0.6,6.0,21.97,3.3,34.71,8.36,78.0,Satisfactory
Hyderabad,2018-09-14,42.24,85.86,5.8,36.56,23.67,13.25,0.53,7.04,30.31,2.82,32.63,7.44,85.0,Satisfactory
Hyderabad,2018-09-15,43.69,89.53,6.25,36.45,24.05,14.45,0.51,6.77,27.22,2.99,37.23,5.4,92.0,Satisfactory
Hyderabad,2018-09-16,48.98,89.05,8.74,33.93,24.38,21.78,0.5,7.78,22.86,3.04,28.66,7.68,101.0,Moderate
Hyderabad,2018-09-17,35.58,61.65,4.05,22.67,14.98,18.61,0.41,8.41,24.49,1.45,9.79,1.23,85.0,Satisfactory
Hyderabad,2018-09-18,39.68,63.97,5.07,25.48,17.48,14.17,0.45,6.81,21.89,1.45,19.66,4.07,68.0,Satisfactory
Hyderabad,2018-09-19,38.6,84.63,6.3,31.56,20.98,16.06,0.45,6.9,21.57,2.1,24.43,7.6,79.0,Satisfactory
Hyderabad,2018-09-20,40.88,97.71,3.8,30.3,18.92,13.54,0.42,7.14,23.53,1.48,17.65,12.12,81.0,Satisfactory
Hyderabad,2018-09-21,37.91,78.9,5.26,27.55,17.69,22.26,0.38,8.39,21.72,1.37,6.3,1.25,91.0,Satisfactory
Hyderabad,2018-09-22,27.29,58.1,3.66,23.11,14.88,15.98,0.34,6.23,27.07,0.69,3.53,0.59,62.0,Satisfactory
Hyderabad,2018-09-23,32.25,62.49,3.76,27.46,17.34,14.76,0.44,6.13,28.19,1.06,7.74,0.78,65.0,Satisfactory
Hyderabad,2018-09-24,34.94,68.68,7.01,36.88,25.03,12.23,0.62,5.85,21.51,1.73,9.9,1.5,62.0,Satisfactory
Hyderabad,2018-09-25,41.46,86.95,10.7,38.18,28.61,14.0,0.66,6.42,20.19,2.47,23.18,3.13,84.0,Satisfactory
Hyderabad,2018-09-26,53.68,107.41,19.37,44.83,39.13,17.8,0.8,8.2,16.94,4.16,37.37,9.91,108.0,Moderate
Hyderabad,2018-09-27,43.09,78.57,7.32,36.52,24.46,15.36,0.54,6.93,24.45,2.37,20.49,2.19,95.0,Satisfactory
Hyderabad,2018-09-28,45.92,99.06,12.36,38.03,29.38,16.4,0.58,7.03,15.53,3.95,35.75,14.97,92.0,Satisfactory
Hyderabad,2018-09-29,55.39,107.62,18.14,38.38,33.21,18.0,0.64,7.08,17.26,4.27,41.79,24.06,100.0,Satisfactory
Hyderabad,2018-09-30,67.69,129.23,17.39,37.28,32.15,22.86,0.62,9.16,24.96,5.97,47.79,15.5,118.0,Moderate
Hyderabad,2018-10-01,63.16,122.8,6.21,38.16,24.9,17.1,0.5,7.78,23.41,2.92,29.8,2.79,128.0,Moderate
Hyderabad,2018-10-02,37.8,80.37,8.25,33.16,23.67,14.39,0.49,5.89,22.58,2.42,20.15,5.23,94.0,Satisfactory
Hyderabad,2018-10-03,36.5,79.0,5.25,32.41,21.14,13.47,0.45,5.74,23.91,1.66,15.38,1.19,72.0,Satisfactory
Hyderabad,2018-10-04,39.63,85.85,6.61,33.83,22.06,14.36,0.45,5.14,24.63,2.19,17.12,1.33,79.0,Satisfactory
Hyderabad,2018-10-05,39.8,103.38,5.91,34.47,22.39,13.88,0.43,6.26,29.57,2.91,19.13,1.37,84.0,Satisfactory
Hyderabad,2018-10-06,56.36,136.25,7.79,42.33,27.18,15.35,0.56,8.43,29.21,4.05,31.53,5.93,109.0,Moderate
Hyderabad,2018-10-07,65.91,139.95,5.65,39.75,25.24,16.63,0.5,6.99,29.27,3.02,29.46,6.31,124.0,Moderate
Hyderabad,2018-10-08,64.44,144.33,6.46,40.33,25.58,15.8,0.56,9.45,28.65,3.34,35.14,3.19,130.0,Moderate
Hyderabad,2018-10-09,60.07,146.71,8.4,46.53,31.0,18.89,0.54,17.26,23.73,5.46,56.11,18.56,124.0,Moderate
Hyderabad,2018-10-10,56.5,150.65,7.83,48.32,31.61,15.44,0.48,13.82,21.94,4.33,39.8,28.24,128.0,Moderate
Hyderabad,2018-10-11,52.63,148.36,5.23,43.03,26.79,22.61,0.46,14.89,25.52,3.68,29.56,24.01,120.0,Moderate
Hyderabad,2018-10-12,54.39,132.24,6.33,42.79,26.64,18.36,0.53,13.5,27.9,3.35,36.12,19.53,121.0,Moderate
Hyderabad,2018-10-13,58.56,130.27,13.85,46.54,34.65,15.35,0.64,10.8,21.39,4.92,45.43,14.77,118.0,Moderate
Hyderabad,2018-10-14,54.35,111.45,6.53,36.76,24.31,14.78,0.47,9.08,27.41,4.0,40.2,14.87,108.0,Moderate
